session_id,user_id,workflow_type,task_id,duration_s,app_switches_per_min,backtrack_rate,repeated_action_ratio,correction_rate,hesitation_ms_p50,idle_ratio,navigation_efficiency,action_sequence_entropy,workflow_repeat_count,predictable_sequence_score,completion_success,friction_score,focus_score,automation_potential,model_confidence,behavior_label,data_origin
syn_00114,bootstrap_user_06,support_lookup,support_lookup_054,266.7,5.315,0.3272,0.6705,0.083,661.7,0.0391,0.5567,0.1664,2,0.7004,True,0.3451,0.6512,0.4365,0.7701,moderate_friction,synthetic_bootstrap
syn_00115,bootstrap_user_07,deep_work,deep_work_055,1278.0,0.588,0.0497,0.2716,0.0593,608.6,0.0792,0.8166,0.5965,1,0.2582,True,0.1546,0.76,0.3362,0.5855,focused_or_low_friction,synthetic_bootstrap
syn_00116,bootstrap_user_08,research_browsing,research_browsing_056,1563.4,2.507,0.2331,0.1733,0.0566,665.5,0.0789,0.4666,0.6702,1,0.368,True,0.4006,0.6499,0.3568,0.6041,moderate_friction,synthetic_bootstrap
syn_00117,bootstrap_user_09,coding_debugging,coding_debugging_057,1457.9,3.868,0.1934,0.0,0.2554,925.1,0.1076,0.6403,0.8521,3,0.5318,True,0.3919,0.6076,0.3604,0.6682,moderate_friction,synthetic_bootstrap
syn_00118,bootstrap_user_10,coding_debugging,coding_debugging_058,819.5,1.641,0.2086,0.1691,0.1717,389.9,0.0902,0.5448,0.8307,3,0.4571,True,0.2702,0.6449,0.3644,0.6521,focused_or_low_friction,synthetic_bootstrap
syn_00119,bootstrap_user_11,support_lookup,support_lookup_059,250.6,5.595,0.1806,0.7231,0.0855,193.7,0.0681,0.7325,0.4233,8,0.7551,True,0.2753,0.6571,0.5963,0.888,focused_or_low_friction,synthetic_bootstrap
syn_00120,bootstrap_user_12,coding_debugging,coding_debugging_060,1599.2,1.405,0.2158,0.4036,0.3869,686.9,0.1144,0.627,0.4454,1,0.4129,True,0.3745,0.7151,0.4103,0.6423,moderate_friction,synthetic_bootstrap
syn_00121,bootstrap_user_01,support_lookup,support_lookup_001,154.2,4.69,0.1539,0.5997,0.0954,923.5,0.0,0.6212,0.3596,4,0.88,True,0.2796,0.7266,0.5269,0.8368,focused_or_low_friction,synthetic_bootstrap
syn_00122,bootstrap_user_02,coding_debugging,coding_debugging_002,1052.8,2.129,0.2593,0.2652,0.3753,460.1,0.0475,0.4177,0.8066,3,0.4907,True,0.3992,0.6288,0.4128,0.6634,moderate_friction,synthetic_bootstrap
syn_00123,bootstrap_user_03,deep_work,deep_work_003,2227.2,0.356,0.0527,0.1643,0.2329,504.2,0.1443,0.9165,0.7168,1,0.4772,True,0.2603,0.7257,0.265,0.6258,focused_or_low_friction,synthetic_bootstrap
syn_00124,bootstrap_user_04,support_lookup,support_lookup_004,225.9,5.085,0.161,0.713,0.0675,284.9,0.0579,0.6632,0.3217,10,0.705,True,0.2503,0.6462,0.5922,0.8876,focused_or_low_friction,synthetic_bootstrap
syn_00125,bootstrap_user_05,deep_work,deep_work_005,1806.0,1.692,0.109,0.0119,0.0,581.9,0.0762,0.9113,0.5919,2,0.4515,True,0.1706,0.7633,0.3255,0.6569,focused_or_low_friction,synthetic_bootstrap
syn_00126,bootstrap_user_06,support_lookup,support_lookup_006,258.6,5.469,0.143,0.4473,0.2088,411.2,0.0429,0.6534,0.3674,5,0.7883,True,0.3023,0.6275,0.5624,0.8355,moderate_friction,synthetic_bootstrap
syn_00127,bootstrap_user_07,repetitive_admin,repetitive_admin_007,397.9,3.781,0.0373,0.6635,0.0531,571.1,0.0324,0.8082,0.215,6,0.8404,True,0.1527,0.7674,0.5533,0.8893,focused_or_low_friction,synthetic_bootstrap
syn_00128,bootstrap_user_08,deep_work,deep_work_008,1256.2,0.435,0.0,0.0913,0.0,266.8,0.128,0.8523,0.6987,0,0.1657,True,0.1189,0.7496,0.2403,0.5276,focused_or_low_friction,synthetic_bootstrap
syn_00129,bootstrap_user_09,deep_work,deep_work_009,2115.3,0.468,0.0812,0.1243,0.0799,816.7,0.0095,0.8012,0.8012,0,0.2728,True,0.2079,0.7811,0.2613,0.542,focused_or_low_friction,synthetic_bootstrap
syn_00130,bootstrap_user_10,support_lookup,support_lookup_010,326.6,4.91,0.1104,0.6312,0.065,460.1,0.1246,0.6696,0.2294,7,0.6548,True,0.273,0.629,0.5921,0.8637,focused_or_low_friction,synthetic_bootstrap
syn_00131,bootstrap_user_11,deep_work,deep_work_011,2089.2,1.035,0.0251,0.1067,0.1036,336.9,0.0689,0.8553,0.6451,2,0.5411,True,0.197,0.7902,0.314,0.6729,focused_or_low_friction,synthetic_bootstrap
syn_00132,bootstrap_user_12,research_browsing,research_browsing_012,798.9,2.083,0.1431,0.1728,0.1307,926.1,0.1254,0.5265,0.6334,2,0.3031,True,0.3583,0.6497,0.3329,0.6148,moderate_friction,synthetic_bootstrap
syn_00133,bootstrap_user_01,support_lookup,support_lookup_013,163.8,3.684,0.1724,0.5192,0.135,584.2,0.0274,0.7797,0.3713,1,0.7849,True,0.248,0.751,0.4571,0.7442,focused_or_low_friction,synthetic_bootstrap
syn_00134,bootstrap_user_02,repetitive_admin,repetitive_admin_014,448.1,1.885,0.0351,0.8547,0.1278,422.0,0.0949,0.8351,0.3484,4,0.9985,True,0.1857,0.7568,0.6431,0.8678,focused_or_low_friction,synthetic_bootstrap
syn_00135,bootstrap_user_03,support_lookup,support_lookup_015,92.9,5.14,0.1037,0.6682,0.0839,472.4,0.0373,0.6439,0.5678,11,0.8254,True,0.2735,0.6843,0.5973,0.8882,focused_or_low_friction,synthetic_bootstrap
syn_00136,bootstrap_user_04,deep_work,deep_work_016,1761.3,0.0,0.1362,0.3152,0.094,80.0,0.1044,0.7477,0.6137,2,0.3805,False,0.1442,0.7487,0.3488,0.6365,focused_or_low_friction,synthetic_bootstrap
syn_00137,bootstrap_user_05,research_browsing,research_browsing_017,795.4,2.634,0.2506,0.1658,0.0293,867.6,0.0,0.5264,0.7504,2,0.3674,True,0.2659,0.7139,0.3201,0.6168,focused_or_low_friction,synthetic_bootstrap
syn_00138,bootstrap_user_06,support_lookup,support_lookup_018,88.8,6.581,0.0649,0.6745,0.1295,569.6,0.0452,0.7427,0.1884,6,0.7336,True,0.263,0.715,0.5628,0.8658,focused_or_low_friction,synthetic_bootstrap
syn_00139,bootstrap_user_07,coding_debugging,coding_debugging_019,1451.3,2.245,0.1818,0.2142,0.2701,598.9,0.1214,0.6358,0.5609,0,0.4795,False,0.3527,0.6662,0.331,0.6226,moderate_friction,synthetic_bootstrap
syn_00140,bootstrap_user_08,deep_work,deep_work_020,1094.2,1.553,0.0976,0.1165,0.0433,358.1,0.0324,0.8907,0.6023,3,0.3019,True,0.1236,0.7526,0.3175,0.6407,focused_or_low_friction,synthetic_bootstrap
syn_00141,bootstrap_user_09,support_lookup,support_lookup_021,243.0,5.29,0.0291,0.771,0.151,745.4,0.0584,0.7614,0.1982,9,0.7129,False,0.2433,0.722,0.6252,0.9044,focused_or_low_friction,synthetic_bootstrap
syn_00142,bootstrap_user_10,support_lookup,support_lookup_022,297.6,2.13,0.0098,0.7984,0.1552,331.1,0.0599,0.762,0.4061,7,0.8995,True,0.2034,0.778,0.6168,0.9036,focused_or_low_friction,synthetic_bootstrap
syn_00143,bootstrap_user_11,research_browsing,research_browsing_023,1155.1,3.08,0.2231,0.0961,0.1401,435.2,0.0991,0.5446,0.8286,0,0.4069,True,0.3434,0.5787,0.2952,0.5723,moderate_friction,synthetic_bootstrap
syn_00144,bootstrap_user_12,support_lookup,support_lookup_024,451.4,3.967,0.2791,0.6251,0.1308,532.6,0.0854,0.5914,0.2518,5,0.8,True,0.3874,0.692,0.5554,0.8523,moderate_friction,synthetic_bootstrap
syn_00145,bootstrap_user_01,support_lookup,support_lookup_025,186.6,2.577,0.3424,0.6596,0.134,278.8,0.06,0.7109,0.3322,10,1.0,True,0.203,0.7138,0.6892,0.9601,automation_candidate,synthetic_bootstrap
syn_00146,bootstrap_user_02,repetitive_admin,repetitive_admin_026,576.4,3.064,0.1222,0.622,0.1156,330.6,0.0422,0.7948,0.2612,7,0.8608,True,0.2731,0.7969,0.6499,0.9114,focused_or_low_friction,synthetic_bootstrap
syn_00147,bootstrap_user_03,repetitive_admin,repetitive_admin_027,390.0,2.492,0.1592,0.7405,0.0231,337.4,0.0475,0.6941,0.4282,10,0.9699,True,0.2059,0.7298,0.6772,0.9411,focused_or_low_friction,synthetic_bootstrap
syn_00148,bootstrap_user_04,support_lookup,support_lookup_028,261.3,2.659,0.1368,0.578,0.1307,603.0,0.0426,0.7069,0.34,0,0.7415,True,0.2034,0.769,0.4722,0.7146,focused_or_low_friction,synthetic_bootstrap
syn_00149,bootstrap_user_05,support_lookup,support_lookup_029,183.9,4.303,0.0757,0.8315,0.1058,528.4,0.1006,0.7261,0.2637,5,0.8395,True,0.1826,0.6857,0.5654,0.8607,focused_or_low_friction,synthetic_bootstrap
syn_00150,bootstrap_user_06,deep_work,deep_work_030,2608.1,0.88,0.0347,0.0941,0.0,252.1,0.1207,0.9985,0.7526,1,0.2982,False,0.2135,0.7379,0.3156,0.5767,focused_or_low_friction,synthetic_bootstrap
syn_00151,bootstrap_user_07,research_browsing,research_browsing_031,2046.8,1.085,0.1601,0.1265,0.096,636.7,0.2598,0.4507,0.8183,2,0.2998,True,0.3714,0.4807,0.3015,0.5918,moderate_friction,synthetic_bootstrap
syn_00152,bootstrap_user_08,research_browsing,research_browsing_032,1513.8,3.627,0.3471,0.255,0.1036,392.2,0.08,0.5536,0.8202,1,0.1877,True,0.3096,0.5763,0.2702,0.541,moderate_friction,synthetic_bootstrap
syn_00153,bootstrap_user_09,deep_work,deep_work_033,1299.7,0.623,0.0132,0.1804,0.127,351.1,0.0625,0.863,0.6086,1,0.4936,True,0.1437,0.8233,0.2944,0.6429,focused_or_low_friction,synthetic_bootstrap
syn_00154,bootstrap_user_10,support_lookup,support_lookup_034,395.4,4.77,0.2609,0.6703,0.1124,470.4,0.071,0.6288,0.4555,2,0.7358,True,0.3435,0.6312,0.4925,0.7443,moderate_friction,synthetic_bootstrap
syn_00155,bootstrap_user_11,deep_work,deep_work_035,1967.9,0.469,0.0707,0.2179,0.0551,592.0,0.1129,0.9044,0.6941,5,0.4765,True,0.165,0.7464,0.4324,0.7183,focused_or_low_friction,synthetic_bootstrap
syn_00156,bootstrap_user_12,coding_debugging,coding_debugging_036,1869.3,3.53,0.3664,0.1144,0.3487,457.2,0.0256,0.6363,0.7723,4,0.4896,False,0.3878,0.6543,0.3631,0.6897,moderate_friction,synthetic_bootstrap
syn_00157,bootstrap_user_01,repetitive_admin,repetitive_admin_037,119.5,3.941,0.0748,0.8247,0.1243,299.5,0.0677,0.6805,0.0954,8,0.8223,True,0.2396,0.7153,0.6532,0.9441,focused_or_low_friction,synthetic_bootstrap
syn_00158,bootstrap_user_02,coding_debugging,coding_debugging_038,652.3,3.017,0.3128,0.2779,0.2055,580.9,0.1464,0.8048,0.768,1,0.4675,True,0.3048,0.6193,0.3241,0.6172,moderate_friction,synthetic_bootstrap
syn_00159,bootstrap_user_03,coding_debugging,coding_debugging_039,1081.1,2.758,0.3237,0.1634,0.219,1037.0,0.1596,0.7763,0.9004,3,0.3764,True,0.4137,0.5386,0.3215,0.6236,moderate_friction,synthetic_bootstrap
syn_00160,bootstrap_user_04,coding_debugging,coding_debugging_040,1321.4,2.04,0.2771,0.3473,0.3759,1125.8,0.0034,0.6379,0.7895,0,0.3283,True,0.3982,0.759,0.3994,0.5573,moderate_friction,synthetic_bootstrap
syn_00161,bootstrap_user_05,deep_work,deep_work_041,1392.9,1.037,0.1079,0.181,0.1099,504.7,0.1475,0.9082,0.574,2,0.4571,True,0.211,0.7175,0.3619,0.6604,focused_or_low_friction,synthetic_bootstrap
syn_00162,bootstrap_user_06,research_browsing,research_browsing_042,1410.6,0.78,0.2128,0.1265,0.0407,965.5,0.1352,0.5764,0.7548,2,0.419,False,0.3208,0.6342,0.3354,0.6292,moderate_friction,synthetic_bootstrap
syn_00163,bootstrap_user_07,repetitive_admin,repetitive_admin_043,129.6,3.142,0.0942,0.7039,0.0599,397.9,0.1077,0.7108,0.3092,16,0.816,True,0.1992,0.7358,0.6633,0.9169,focused_or_low_friction,synthetic_bootstrap
syn_00164,bootstrap_user_08,deep_work,deep_work_044,1953.6,0.77,0.0488,0.1561,0.1349,447.6,0.0673,0.7999,0.7792,3,0.2699,True,0.2032,0.7857,0.3355,0.6115,focused_or_low_friction,synthetic_bootstrap
syn_00165,bootstrap_user_09,support_lookup,support_lookup_045,134.8,3.983,0.1056,0.5852,0.1902,263.9,0.0114,0.5771,0.3916,8,0.8337,True,0.2353,0.7564,0.525,0.9114,focused_or_low_friction,synthetic_bootstrap
syn_00166,bootstrap_user_10,repetitive_admin,repetitive_admin_046,598.3,2.888,0.1639,0.5612,0.0802,410.7,0.0847,0.5973,0.2831,4,0.9004,True,0.3183,0.6947,0.599,0.8511,moderate_friction,synthetic_bootstrap
syn_00167,bootstrap_user_11,research_browsing,research_browsing_047,2030.5,1.192,0.2751,0.2567,0.0871,383.6,0.1571,0.4361,0.7857,2,0.3859,True,0.3461,0.5669,0.3685,0.6172,moderate_friction,synthetic_bootstrap
syn_00168,bootstrap_user_12,coding_debugging,coding_debugging_048,2129.4,0.843,0.3147,0.1313,0.4019,536.0,0.0663,0.5452,0.7124,3,0.4877,True,0.361,0.7037,0.3694,0.6739,moderate_friction,synthetic_bootstrap
syn_00169,bootstrap_user_01,repetitive_admin,repetitive_admin_049,594.3,2.492,0.0239,0.7159,0.1318,400.9,0.044,0.6617,0.4558,4,0.802,True,0.2032,0.7823,0.5932,0.8058,focused_or_low_friction,synthetic_bootstrap
syn_00170,bootstrap_user_02,research_browsing,research_browsing_050,1799.6,3.614,0.2055,0.0949,0.093,435.4,0.1343,0.6768,0.9181,2,0.4109,True,0.3374,0.5611,0.3128,0.6076,moderate_friction,synthetic_bootstrap
syn_00171,bootstrap_user_03,repetitive_admin,repetitive_admin_051,460.4,2.139,0.0671,0.7962,0.1155,251.9,0.0701,0.6921,0.2817,14,0.9246,True,0.2471,0.7539,0.7101,0.9474,automation_candidate,synthetic_bootstrap
syn_00172,bootstrap_user_04,support_lookup,support_lookup_052,187.8,3.995,0.0,0.593,0.0828,661.1,0.0706,0.5999,0.4249,9,0.7131,True,0.1917,0.664,0.5396,0.8773,focused_or_low_friction,synthetic_bootstrap
syn_00173,bootstrap_user_05,repetitive_admin,repetitive_admin_053,431.1,2.255,0.0892,0.573,0.0868,435.3,0.0621,0.7411,0.1259,6,0.8274,True,0.1962,0.8309,0.5955,0.8967,focused_or_low_friction,synthetic_bootstrap
syn_00174,bootstrap_user_06,research_browsing,research_browsing_054,856.2,3.746,0.2776,0.1155,0.1424,614.7,0.0395,0.6346,0.8174,2,0.2955,True,0.3172,0.6388,0.3124,0.5908,moderate_friction,synthetic_bootstrap
syn_00175,bootstrap_user_07,deep_work,deep_work_055,1978.6,0.28,0.0353,0.0,0.1182,231.8,0.0853,0.8497,0.7402,0,0.3422,True,0.1977,0.7872,0.2444,0.5667,focused_or_low_friction,synthetic_bootstrap
syn_00176,bootstrap_user_08,deep_work,deep_work_056,1297.4,1.123,0.0721,0.1948,0.0584,418.9,0.0866,0.8397,0.7294,1,0.1888,True,0.1717,0.7886,0.2828,0.5522,focused_or_low_friction,synthetic_bootstrap
syn_00177,bootstrap_user_09,support_lookup,support_lookup_057,127.6,3.372,0.2207,0.7943,0.0494,497.6,0.0659,0.7465,0.3222,2,0.8521,True,0.2155,0.7331,0.5135,0.7894,focused_or_low_friction,synthetic_bootstrap
syn_00178,bootstrap_user_10,research_browsing,research_browsing_058,927.1,4.129,0.2549,0.2192,0.1751,417.9,0.0824,0.599,0.7549,3,0.2775,True,0.3103,0.5964,0.3856,0.6163,moderate_friction,synthetic_bootstrap
syn_00179,bootstrap_user_11,research_browsing,research_browsing_059,1546.6,3.507,0.2488,0.1649,0.0642,713.5,0.0933,0.7828,0.9074,2,0.3454,True,0.3022,0.606,0.3261,0.5925,moderate_friction,synthetic_bootstrap
syn_00180,bootstrap_user_12,coding_debugging,coding_debugging_060,1203.3,2.623,0.3813,0.1708,0.2317,1157.2,0.1385,0.567,0.7093,2,0.4244,True,0.5051,0.5708,0.376,0.636,high_friction,synthetic_bootstrap
syn_00181,bootstrap_user_01,research_browsing,research_browsing_001,506.8,2.467,0.3306,0.2122,0.0,798.3,0.2059,0.3405,0.9216,0,0.4126,True,0.3218,0.4478,0.2767,0.5626,moderate_friction,synthetic_bootstrap
syn_00182,bootstrap_user_02,research_browsing,research_browsing_002,1531.9,3.643,0.1829,0.0311,0.1346,1034.9,0.1665,0.3415,0.6788,1,0.1088,True,0.4499,0.469,0.2663,0.5383,high_friction,synthetic_bootstrap
syn_00183,bootstrap_user_03,support_lookup,support_lookup_003,320.1,3.642,0.1662,0.3665,0.0934,521.3,0.0651,0.6979,0.3869,6,0.8186,True,0.2812,0.7123,0.4944,0.8632,focused_or_low_friction,synthetic_bootstrap
syn_00184,bootstrap_user_04,repetitive_admin,repetitive_admin_004,323.0,3.723,0.0867,0.7663,0.0811,340.5,0.0402,0.6943,0.1154,10,0.8785,True,0.1744,0.8146,0.6849,0.9558,automation_candidate,synthetic_bootstrap
syn_00185,bootstrap_user_05,coding_debugging,coding_debugging_005,706.2,1.306,0.0893,0.3933,0.4371,936.2,0.0552,0.8092,0.6848,2,0.6212,True,0.3305,0.7686,0.4216,0.6881,moderate_friction,synthetic_bootstrap
syn_00186,bootstrap_user_06,coding_debugging,coding_debugging_006,824.7,0.538,0.2494,0.3545,0.3599,785.3,0.0503,0.635,0.8213,3,0.4433,False,0.3274,0.6574,0.4011,0.6498,moderate_friction,synthetic_bootstrap
syn_00187,bootstrap_user_07,repetitive_admin,repetitive_admin_007,805.5,1.692,0.1055,0.7191,0.0615,514.7,0.0642,0.7537,0.3597,8,1.0,True,0.2667,0.747,0.6944,0.9568,automation_candidate,synthetic_bootstrap
syn_00188,bootstrap_user_08,deep_work,deep_work_008,2373.7,0.199,0.0,0.1526,0.1585,457.6,0.0666,0.6713,0.7252,2,0.1362,True,0.2315,0.7846,0.2762,0.562,focused_or_low_friction,synthetic_bootstrap
syn_00189,bootstrap_user_09,coding_debugging,coding_debugging_009,1394.2,2.669,0.3755,0.0581,0.1499,588.6,0.0935,0.6527,0.7525,4,0.5808,True,0.3696,0.6021,0.3831,0.7149,moderate_friction,synthetic_bootstrap
syn_00190,bootstrap_user_10,repetitive_admin,repetitive_admin_010,468.3,0.0,0.2647,0.788,0.0562,630.6,0.0396,0.7519,0.2313,15,0.8516,True,0.2368,0.8648,0.6955,0.9351,automation_candidate,synthetic_bootstrap
syn_00191,bootstrap_user_11,research_browsing,research_browsing_011,1905.2,5.792,0.2486,0.1893,0.1085,938.3,0.08,0.5466,0.677,0,0.2379,True,0.4887,0.5632,0.2971,0.5482,high_friction,synthetic_bootstrap
syn_00192,bootstrap_user_12,repetitive_admin,repetitive_admin_012,310.8,4.575,0.1876,0.7234,0.0623,526.2,0.0202,0.7753,0.5073,9,0.798,True,0.2277,0.6895,0.6427,0.8886,focused_or_low_friction,synthetic_bootstrap
syn_00193,bootstrap_user_01,deep_work,deep_work_013,2358.9,0.66,0.0611,0.0731,0.0825,348.8,0.0396,0.9714,0.7266,2,0.456,True,0.1449,0.828,0.3053,0.6418,focused_or_low_friction,synthetic_bootstrap
syn_00194,bootstrap_user_02,research_browsing,research_browsing_014,1569.2,3.376,0.1856,0.0737,0.1073,605.1,0.0155,0.6409,0.8772,5,0.2531,True,0.2871,0.6797,0.3342,0.6405,focused_or_low_friction,synthetic_bootstrap
syn_00195,bootstrap_user_03,deep_work,deep_work_015,1394.4,0.721,0.0,0.2241,0.0515,443.8,0.0229,0.7734,0.652,1,0.4076,True,0.15,0.8385,0.365,0.6161,focused_or_low_friction,synthetic_bootstrap
syn_00196,bootstrap_user_04,deep_work,deep_work_016,2084.9,0.783,0.1305,0.2358,0.1224,188.2,0.0463,0.798,0.758,1,0.4864,True,0.209,0.7931,0.3196,0.6232,focused_or_low_friction,synthetic_bootstrap
syn_00197,bootstrap_user_05,support_lookup,support_lookup_017,308.3,3.571,0.0481,0.5826,0.1762,602.9,0.1205,0.6777,0.6293,7,0.7922,True,0.3398,0.617,0.5292,0.8501,moderate_friction,synthetic_bootstrap
syn_00198,bootstrap_user_06,research_browsing,research_browsing_018,1990.6,4.274,0.3219,0.151,0.0975,636.8,0.1491,0.7664,0.8295,4,0.4077,True,0.4214,0.5698,0.4296,0.6624,moderate_friction,synthetic_bootstrap
syn_00199,bootstrap_user_07,repetitive_admin,repetitive_admin_019,598.0,3.226,0.107,0.7891,0.147,436.4,0.0636,0.7446,0.2472,7,0.8708,True,0.2588,0.7557,0.6599,0.9155,focused_or_low_friction,synthetic_bootstrap
syn_00200,bootstrap_user_08,repetitive_admin,repetitive_admin_020,527.5,4.567,0.2175,0.7444,0.103,360.0,0.0658,0.7683,0.2858,9,0.8962,True,0.2727,0.7361,0.7712,0.9397,automation_candidate,synthetic_bootstrap
syn_00201,bootstrap_user_09,coding_debugging,coding_debugging_021,558.0,1.066,0.1747,0.2297,0.3896,933.7,0.1086,0.6682,0.6508,2,0.4172,True,0.2816,0.6662,0.3409,0.6412,focused_or_low_friction,synthetic_bootstrap
syn_00202,bootstrap_user_10,research_browsing,research_browsing_022,1472.7,3.672,0.0544,0.0613,0.1332,80.0,0.1712,0.3612,0.8675,1,0.4259,True,0.2777,0.4955,0.2641,0.5949,focused_or_low_friction,synthetic_bootstrap
syn_00203,bootstrap_user_11,support_lookup,support_lookup_023,302.7,4.052,0.1904,0.5015,0.149,259.3,0.0972,0.6191,0.2057,11,0.7833,True,0.3128,0.6578,0.6173,0.9211,moderate_friction,synthetic_bootstrap
syn_00204,bootstrap_user_12,deep_work,deep_work_024,1860.5,1.487,0.1019,0.1641,0.08,440.9,0.1322,0.8203,0.6405,1,0.2835,True,0.1911,0.721,0.2917,0.5865,focused_or_low_friction,synthetic_bootstrap
syn_00205,bootstrap_user_01,deep_work,deep_work_025,2152.2,0.0,0.1084,0.1371,0.0659,482.6,0.0602,0.6501,0.7722,2,0.3123,True,0.1747,0.7553,0.3255,0.6004,focused_or_low_friction,synthetic_bootstrap
syn_00206,bootstrap_user_02,repetitive_admin,repetitive_admin_026,450.5,1.817,0.1335,0.7136,0.1146,458.9,0.0,0.7891,0.1797,2,0.8449,True,0.1425,0.8845,0.5691,0.8047,focused_or_low_friction,synthetic_bootstrap
syn_00207,bootstrap_user_03,deep_work,deep_work_027,1823.5,0.41,0.031,0.2321,0.0144,641.6,0.0734,0.8123,0.5092,1,0.4236,False,0.1753,0.8056,0.3244,0.6373,focused_or_low_friction,synthetic_bootstrap
syn_00208,bootstrap_user_04,coding_debugging,coding_debugging_028,1484.6,0.218,0.3181,0.4019,0.444,881.3,0.0849,0.5401,0.6897,3,0.307,True,0.458,0.689,0.3631,0.6315,high_friction,synthetic_bootstrap
syn_00209,bootstrap_user_05,deep_work,deep_work_029,1127.6,1.149,0.077,0.2201,0.0633,599.5,0.0737,0.7614,0.6399,0,0.5887,True,0.2004,0.7387,0.3324,0.6404,focused_or_low_friction,synthetic_bootstrap
syn_00210,bootstrap_user_06,support_lookup,support_lookup_030,236.6,5.621,0.1383,0.5068,0.1178,609.8,0.1093,0.6954,0.4308,9,0.6747,True,0.2872,0.5779,0.573,0.867,focused_or_low_friction,synthetic_bootstrap
syn_00211,bootstrap_user_07,coding_debugging,coding_debugging_031,1230.5,2.272,0.0,0.4455,0.2106,1313.5,0.0275,0.5206,0.4997,3,0.2658,True,0.3097,0.7651,0.438,0.644,moderate_friction,synthetic_bootstrap
syn_00212,bootstrap_user_08,support_lookup,support_lookup_032,441.2,3.477,0.1975,0.4524,0.0932,426.6,0.0739,0.7617,0.469,4,0.8898,True,0.3059,0.6834,0.5014,0.8262,moderate_friction,synthetic_bootstrap
syn_00213,bootstrap_user_09,repetitive_admin,repetitive_admin_033,681.3,3.507,0.1305,0.6885,0.1778,549.7,0.0284,0.7154,0.2586,9,0.8039,True,0.3382,0.7453,0.6593,0.9199,moderate_friction,synthetic_bootstrap
syn_00214,bootstrap_user_10,coding_debugging,coding_debugging_034,882.6,1.807,0.4998,0.3402,0.3944,711.3,0.0857,0.4503,0.7982,3,0.6,True,0.4087,0.5968,0.4697,0.6917,moderate_friction,synthetic_bootstrap
syn_00215,bootstrap_user_11,coding_debugging,coding_debugging_035,438.4,2.862,0.2777,0.1341,0.0915,744.5,0.1724,0.7942,0.7555,5,0.414,True,0.2884,0.5626,0.2997,0.6953,focused_or_low_friction,synthetic_bootstrap
syn_00216,bootstrap_user_12,coding_debugging,coding_debugging_036,172.8,3.358,0.2094,0.1599,0.182,726.9,0.1882,0.8403,0.5539,2,0.2752,False,0.3014,0.5772,0.2375,0.6173,moderate_friction,synthetic_bootstrap
syn_00217,bootstrap_user_01,deep_work,deep_work_037,1561.3,1.526,0.1073,0.2036,0.0,438.0,0.1633,0.9261,0.4953,1,0.2058,True,0.1769,0.6846,0.2977,0.5845,focused_or_low_friction,synthetic_bootstrap
syn_00218,bootstrap_user_02,deep_work,deep_work_038,496.3,0.312,0.0818,0.2177,0.0,381.4,0.1204,0.7039,0.7029,2,0.5557,True,0.16,0.7238,0.2721,0.6696,focused_or_low_friction,synthetic_bootstrap
